movie_id,canonical_key,sources,num_sources,title,release_year,imdb_rating,imdb_votes,genre,description,poster_url,language,imdb_id
561,there was once a bitter bastard_2012.0,['imdb'],1,There Was Once a Bitter Bastard,2012.0,87.0,2718.0,"Comedy, Drama",Dr. Gavin H. Grant has invented a piece of software which (he believes) can produce original art better than any human... but can he hide his massive hatred for artists (and the human population in general) enough to finish the promo video that will make him (and his software) famous among the world of elites?,http://ia.media-imdb.com/images/M/MV5BMTA4NzExNTkxMTZeQTJeQWpwZ15BbWU3MDczMzU2MTg@._V1_SX300.jpg,English                  ,tt2191580
562,kennedyreagan_2012.0,['imdb'],1,KennedyReagan,2012.0,87.0,2718.0,"Biography, Drama, History",Join Senator Ted Kennedy and President Ronald Reagan in the greatest debate in history! A must see movie for lovers of politics and history! Don't miss this opportunity to experience Kennedy and Reagan as they share their life stories and philosophies while they discuss and debate the most important issues of our time. Who will win? Written and performed by John C. Kendall,http://ia.media-imdb.com/images/M/MV5BMjAxNjAyMzcyMV5BMl5BanBnXkFtZTgwNjQ1NzA2MDE@._V1_SX300.jpg,English                  ,tt2466296
563,woman in new york_2012.0,['imdb'],1,A Woman in New York,2012.0,87.0,2718.0,Drama,A woman in New York. Two men following her. Who is she? Why are they following her? And what is that other car following her?,http://ia.media-imdb.com/images/M/MV5BNzQ1NDgyNzI5Ml5BMl5BanBnXkFtZTcwNjg5OTk0Nw@@._V1_SX300.jpg,English                  ,tt2278811
564,playground the movie_2012.0,['imdb'],1,Playground the Movie,2012.0,87.0,2718.0,Drama,"It's the beginning of the summer. What better place for children to enjoy their pastime of being young than at the playground. The playground is a place where kids can have their imaginations run wild. Children go swimming, play on the sliding boards and hang on the monkey bars. Yet, there is one problem. The local bully and his goons! They harass, tease and persistently antagonize all of the kids having fun. However, four kids are determined to making the playground a safe haven, and take a stand against the biggest bully of them all, at the playground.",http://ia.media-imdb.com/images/M/MV5BNDg4MTI5MTczNF5BMl5BanBnXkFtZTgwMzgwNzE2MDE@._V1_SX300.jpg,English                  ,tt3312328
565,long dirt road_2012.0,['imdb'],1,Long Dirt Road,2012.0,87.0,2718.0,"Drama, Romance","In his pursuit of freedom, a pastor's son runs away from his family and pregnant girlfriend only to find himself, 20 years later, homeless and alone.",http://ia.media-imdb.com/images/M/MV5BMjIwNzc4NTE0N15BMl5BanBnXkFtZTcwNDIwNTQ0Nw@@._V1_SX300.jpg,English                  ,tt2235611
566,finding samantha dixon_2012.0,['imdb'],1,Finding Samantha Dixon,2012.0,87.0,2718.0,"Comedy, Drama, Romance","Finding Samantha Dixon tells the story of Joshua, who finds an iPhone in an empty field and decides to track down the owner of the phone, a beautiful young woman named Samantha Dixon. But what begins as a lighthearted odyssey turns into a real mystery as all of her contacts and friends report not having seen her in weeks.",http://ia.media-imdb.com/images/M/MV5BMjMwOTExMzU3OV5BMl5BanBnXkFtZTcwNzUzMTA3OQ@@._V1_SX300.jpg,English                  ,tt2854836
567,david skatos i am woman_2012.0,['imdb'],1,David Skatos I Am Woman,2012.0,87.0,2718.0,Drama,How do you tell someone you are being abused?,http://ia.media-imdb.com/images/M/MV5BMjE2OTM4MDIzM15BMl5BanBnXkFtZTgwNjM3NzA2MDE@._V1_SX300.jpg,English                  ,tt2637232
568,hayride a haunted attraction_2014.0,['imdb'],1,Hayride A Haunted Attraction,2014.0,87.0,2718.0,Comedy,"In this off-center slapstick comedy about loyalty and friendship, Aaron and Chris are new-found best friends who work at a local haunted hayride. Their friendship is tested when they both develop a crush on the new girl at work, and when it all comes crashing down, they have to find a way to stick together.",http://ia.media-imdb.com/images/M/MV5BMjMyMTI2MDk4N15BMl5BanBnXkFtZTgwMzcyODYyMDE@._V1_SX300.jpg,English                  ,tt3183646
569,pul project urban legend_2014.0,['imdb'],1,PUL Project Urban Legend,2014.0,87.0,2718.0,Horror,"In the fall of 2012 five college students enter a local state park to film and investigate a documentary. Several mutilated bodies have been discovered in the park. Authorities assume the deceased were victims of an animal attack. Believing there to be something more sinister at work, the five students launched an investigation to discover the truth behind the attacks. They were never seen again",http://ia.media-imdb.com/images/M/MV5BMjEwMDIxNjYzNF5BMl5BanBnXkFtZTgwNjU3NTcyMTE@._V1_SX300.jpg,English                  ,tt3555126
570,did you hear jake and courtney broke up_2014.0,['imdb'],1,Did You Hear Jake and Courtney Broke Up,2014.0,87.0,2718.0,"Comedy, Drama, Romance",A group of friends deal with the breakup of the couple that brought them together.,http://ia.media-imdb.com/images/M/MV5BMjEzMzk1MDE1NV5BMl5BanBnXkFtZTgwMjEwNTcyMjE@._V1_SX300.jpg,English                  ,tt3777952
571,automatically sunshine_2014.0,['imdb'],1,Automatically Sunshine,2014.0,87.0,2718.0,"Crime, Drama, Thriller","Summer 2012. A purported British intelligence operative alerts local newspaper journalist Megan Spring (Georgina Blackledge) to the precarious state of his failing operation and imminent exit from a life undercover. We quickly become immersed in the blurred world of alias 'Carl Hart' (Al Carretta). He sells passports, he keeps track of all clients involved and masterminds what remains of 'Operation Skyline' with the aid of Jimmy Knight (Redvers G Russell), an Interpol agent and the government acknowledged face on the file. Jimmy has bigger problems. His wife Tara (Emma Shearer-Hackett) has compromised him by tracking his 'other life' and making direct contact with the people who know nothing of his real career. Deadlines pass, Hart signals his operational absence to GCHQ in 2013 but Jimmy stays in the cold, happy to exist in the underworld. Cue 2014. With Jimmy Knight found dead and Hart not in operational contact, concerns rise and the attempt to identify the alias Carl Hart begins. Home Office investigator, Gemma Sinclair (Hannah Blaikie) takes the lead with Megan Spring's reporting. Unbeknown to Spring, she wasn't reporting at all. Used as a pawn by Hart, she simply asked known informants every trigger question that could flag abuse of investigatory powers. With the audience he is looking for, Interpol liaison Ellen Gates (Leah Cooper), the depth of 'Skyline' is explained as the jigsaw of government incompetence is revealed. Confessing his full identity, and citing years of available evidence, Hart's story checks out; even his wife, Lisa (Samantha Ervin), already in a witness protection scheme, is coming in to identify him. At a pass by location, Lisa fails to identify Carl and as the Police check him to be an unknown individual confirmation of his identity collapses. Gemma Sinclair reports back to her superiors and explains any criminal investigation into Skyline is impossible because of the confused line between operatives and informants and the condoned actions of all involved. As a dejected Sinclair arranges relocation for Jimmy's ex-girlfriend, Elisabeth Carter (Rebecca Bell) she comes face to face with the man no agency seems to know...",http://ia.media-imdb.com/images/M/MV5BMzg5NTQ0NTI4OV5BMl5BanBnXkFtZTgwODExNTQ5MTE@._V1_SX300.jpg,English                  ,tt2650564
572,uncommon law_2014.0,['imdb'],1,Uncommon Law,2014.0,87.0,2718.0,"Comedy, Romance","After years of bailing each other out of bad dates by pretending to be married, best friends and longtime roommates Brendan & Melissa receive a court notice that they are now common law married.",http://ia.media-imdb.com/images/M/MV5BMTY5OTc5NjYwNl5BMl5BanBnXkFtZTgwMDkwNjM5MTE@._V1_SX300.jpg,English                  ,tt3342738
573,puff_2014.0,['imdb'],1,Puff,2014.0,87.0,2718.0,Comedy,"The jobs and romances of group of friends in Manhattan, who are successful despite smoking a ridicules amount of marijuana.",http://ia.media-imdb.com/images/M/MV5BMTg4MjA5MzA5OF5BMl5BanBnXkFtZTgwMTU1NzYzMDE@._V1_SX300.jpg,English                  ,tt3216700
574,shooting on the rim_2014.0,['imdb'],1,Shooting on the Rim,2014.0,87.0,2718.0,Comedy,"A documentary team set out to chart the production of a British pornographic film with a difference. What follows is a fly-on-the-wall view of the highs and lows of adult filmmaking. Personalities clash, protests rage on and accidents happen. Who said porn has to be sexy?",http://ia.media-imdb.com/images/M/MV5BMjEyNTgyODU1Ml5BMl5BanBnXkFtZTgwNTE4ODE5MjE@._V1_SX300.jpg,English                  ,tt3131354
575,little problem_2014.0,['imdb'],1,A Little Problem,2014.0,87.0,2718.0,"Comedy, Family","A Single Mom's 9 Year old daughter (Chantal Stevens) and 15 year old son (Kenneth Stevens) are rebellious against the idea of mom (Mrs. Stevens) wanting to hire a Nanny. Follow this Family Comedy as Kenneth and Chantal have their hilarious brother and sister rivalry, while at the same time deterring potential nannies when one nanny really catches their hearts.",http://ia.media-imdb.com/images/M/MV5BNjgzNzAxMzE0Nl5BMl5BanBnXkFtZTcwNjkyMDc5OQ@@._V1_SX300.jpg,English                  ,tt1841488
576,sons of acedia_2014.0,['imdb'],1,Sons of Acedia,2014.0,87.0,2718.0,"Comedy, Drama","Julio returns to his hometown to work with his childhood friend, Herb. Shortly after being back, Julio is confronted with memories he skipped town to forget. Fueled by alcohol and regret, he rides off on his skateboard for a night that will change his life. Meanwhile, Herb's dream of owning a restaurant is quickly slipping away.",http://ia.media-imdb.com/images/M/MV5BNDE3ODA4ODkyOF5BMl5BanBnXkFtZTgwNjEwMTAyMTE@._V1_SX300.jpg,English                  ,tt3504904
577,explozion_2012.0,['imdb'],1,eXploZion,2012.0,87.0,2718.0,"Horror, Mystery, Thriller",A dangerous world of mystery and magic.,http://ia.media-imdb.com/images/M/MV5BMTcyMjIyMDg3MV5BMl5BanBnXkFtZTcwOTM0OTQ4OA@@._V1_SX300.jpg,English                  ,tt2531094
578,tears of bankers_2012.0,['imdb'],1,Tears of Bankers,2012.0,87.0,2718.0,Drama,"TEARS OF BANKERS follows the mortgage meltdown of Mr. Barry Norman's B&B, owned and operated by himself and his wife Brittany (Brittany Hannah) in the small town of Rome, Georgia. At the beginning, Norman states his distain for bankers; they will rule soon on his loan and prospects for the future ('ten words that decides basically the rest of my life'). Since Norman has kept his present financial problems secret from Brittany, she's remained confused by her husband's increasingly erratic behavior. As the loan deadline approaches, Norman wonders if he will again lose a house AND a wife (his second) to the machinations of the banking industry. Only a miracle can save him, as the money men move in for the kill.",http://ia.media-imdb.com/images/M/MV5BMjAwMTMyMTcwN15BMl5BanBnXkFtZTcwNzQ0MDQwOQ@@._V1_SX300.jpg,English                  ,tt2104097
579,three ages of sasha_2012.0,['imdb'],1,The Three Ages of Sasha,2012.0,87.0,2718.0,Drama,"Jackie is an average young woman living an average life in the suburbs when she meets handsome, Nasir, and it's love at first sight. They get married and baby Sasha is born. Over a period of time Jackie realises the man she married is not the tall dark knight sent to rescue her from a life of drudgery, rather he is the jailer to a life of violence and abuse. As Sasha goes from baby to child then child to young adult, her exposure to domestic violence moulds her and skews her moral compass. The bond between mother and daughter grows ever stronger and Jackie will stop at nothing to protect her daughter, regardless of the outcome.",http://ia.media-imdb.com/images/M/MV5BMTA0NTkwMDAzODReQTJeQWpwZ15BbWU3MDExNzExMTg@._V1_SX300.jpg,English                  ,tt2402725
580,victor crowls freedom_2012.0,['imdb'],1,Victor Crowls Freedom,2012.0,87.0,2718.0,Musical,"In Victor Crowl's new dramatic musical feature film ""Freedom"", we are taken on a melodic, rhythmic, dancing, emotional journey, filled with love, affection, forgiveness and redemption. The film begins as Victor arrives home in Toronto after traveling through Ethiopia, Jamaica and America, searching out his roots and the family he never knew and sharing his music with the people he meets. When he returns to Toronto, he finds that his love and compassion are desperately needed in his own circle of friends. The film tracks us throughout the summer of 2011 as his attempts to enrich the lives and relationships of young people struggling through bullying, racism, emotional, physical and sexual abuse. As he breaks down barriers of intolerance and bigotry, the people his actions affect find inspiration in him. Through his heartfelt, up-beat, catchy, and positive music, he is eventually able to bring both conflicted sides together. Victor's affirmations and encouragement shows young people that there is a way for them to fully believe in themselves and all of their potential. He wants them to find the gratitude in their lives, and to see all that they've overcome on their journey to find their freedom.",http://ia.media-imdb.com/images/M/MV5BMTM3NjIzOTUxOV5BMl5BanBnXkFtZTcwMjY5NjU5OA@@._V1_SX300.jpg,English                  ,tt2180190
581,gilded meadow_2014.0,['imdb'],1,The Gilded Meadow,2014.0,87.0,2718.0,"Drama, Music","A struggling musician journeys into his past, floating between dreams and reality, life and death.",http://ia.media-imdb.com/images/M/MV5BMTY2ODczMDU4OF5BMl5BanBnXkFtZTgwNDYxMjU5MzE@._V1_SX300.jpg,English                  ,tt4327290
582,huntin bigfoot_2014.0,['imdb'],1,Huntin Bigfoot,2014.0,87.0,2718.0,Comedy,Welo wins the lottery and buys Amanda a production company that produces a cable hunting show for her wedding gift. Welo disappears on their honeymoon leaving Amanda to run the show by herself .she make some dubious choices and the whole crew is affected ending up with some of the most unusual love affairs that are out of this world,http://ia.media-imdb.com/images/M/MV5BMTk5NDQ3OTkzNl5BMl5BanBnXkFtZTgwOTUwODM4MTE@._V1_SX300.jpg,English                  ,tt3712576
583,last look_2014.0,['imdb'],1,Last Look,2014.0,87.0,2718.0,"Horror, Mystery, Thriller","Following a family tragedy, a young woman returns to her dysfunctional home for one last look.",http://ia.media-imdb.com/images/M/MV5BNTg2ODE1NDc1Ml5BMl5BanBnXkFtZTgwMTAxNjU0MDE@._V1_SX300.jpg,English                  ,tt2265409
584,dont fall in love_2014.0,['imdb'],1,Dont Fall in Love,2014.0,87.0,2718.0,"Comedy, Drama, Romance",A story about a young businessman-to-be / would-be painter Johnny Love and his chance encounter with train-hopping hippie girl Jessy Wilder.,http://ia.media-imdb.com/images/M/MV5BMjMyNzYyMTc1OV5BMl5BanBnXkFtZTgwNDMzOTQ2MTE@._V1_SX300.jpg,English                  ,tt2733432
585,moments the go_2014.0,['imdb'],1,Moments the Go,2014.0,87.0,2718.0,Drama,"Moments the Go is the existential nightmare of Clive Runnels (Nick Yedinak), as he seeks to correct a swerving life trajectory amid a breakup, his band collapsing, and the new responsibilities of an all-consuming blue-collar roofing job. Fever, his promiscuous younger girlfriend (Jamie Teer) tests her yearning for wilder direction just as Clive accepts a position in charge of his fellow roofers who are out to make his life hell. A poet and neighbor (Robert Salas) attempts to lend support, along with Clive's boss(Roschell Lloyd), but even these angels manage to fall from grace. The story veers when Clive stands up for himself, punching out his relentlessly taunting co-worker (David Yow). What follows is an unexpected trip through this surreal, cinematic poem.",http://ia.media-imdb.com/images/M/MV5BNzUxNjI5MjA0M15BMl5BanBnXkFtZTcwNTk5NjUzOQ@@._V1_SX300.jpg,English                  ,tt2759988
586,render to caesar_2014.0,['imdb'],1,Render to Caesar,2014.0,87.0,2718.0,"Crime, Drama",Two ace detectives stalk a psychotic crime lord in the urban jungle of Africa's most populous city,http://ia.media-imdb.com/images/M/MV5BMTk5MjY5MjExMV5BMl5BanBnXkFtZTgwNTEwNzA0MDE@._V1_SX300.jpg,English                  ,tt2949578
587,anatomy of monsters_2014.0,['imdb'],1,The Anatomy of Monsters,2014.0,87.0,2718.0,"Drama, Thriller","Andrew lures a woman to a motel room with homicidal intentions. He quickly discovers that she may be more dangerous than he could ever imagine. What follows is a deadly game of wits, and a soul bearing confession.",http://ia.media-imdb.com/images/M/MV5BMTgyMzQwOTM0OF5BMl5BanBnXkFtZTgwNTgyNTQwMzE@._V1_SX300.jpg,English                  ,tt2793432
588,fratton_2014.0,['imdb'],1,Fratton,2014.0,87.0,2718.0,Drama,"James is young, shy and reserved, until one night. Whilst walking home alone through the streets of Portsmouth he suffers a terrible misfortune. From that moment on, he is compelled explore the violent world and life of another man, Shaun. Although James seeks to understand Shaun and his associates, he becomes increasingly aware that he is risking far more than his own safety.",http://ia.media-imdb.com/images/M/MV5BMTg2MTIzOTQyOV5BMl5BanBnXkFtZTgwNTAyMzk5MTE@._V1_SX300.jpg,English                  ,tt2401076
589,hank boyd is dead_2014.0,['imdb'],1,Hank Boyd Is Dead,2014.0,87.0,2718.0,"Comedy, Horror, Thriller","Sarah Walsh is a struggling actress who recently moved back home to care for her terminally ill father. To make ends meet she works as a caterer and, as the film opens, is left to tend to the post-funeral gathering for Hank Boyd, a quiet loner who stood accused of a horrific crime and took his own life before standing trial. Sarah knew Hank in high school and, while he was a strange kid, doesn't believe that he could do something so terrible. Her suspicions grow stronger after she meets Hank's brother David, a local cop with a checkered past, his dimwitted partner Ray who's charged with guarding the house, David's mother Beverly who's in the latter stages of dementia and Aubrey, his distant and obviously damaged younger sister. When Sarah overhears David and Ray talking her suspicions turn to alarm as it's implied they were somehow complicit in Hank's death and may have plans for her as well. Meanwhile Beverly has become convinced that Sarah is her long lost daughter while Aubrey pines for the affections of her big brother when she's not trying to ruin him. As the family is exposed and the bodies pile up, Sarah must give the performance of a lifetime if she hopes to survive, and all because... HANK BOYD IS DEAD it's a little funny.",http://ia.media-imdb.com/images/M/MV5BODM3MzIzMjQwN15BMl5BanBnXkFtZTgwMjQzNDEwMzE@._V1_SX300.jpg,English                  ,tt3813334
590,i was broken_2012.0,['imdb'],1,I Was Broken,2012.0,87.0,2718.0,Drama,"Two brothers are torn apart by a family tragedy. Jesse, a homeless, ex-convict with a hardened heart, walks the streets bearing the guilt of a life changing decision he made years ago, and his brother Wayne, a widower with strong faith, struggling with the memories of the life he once had.",http://ia.media-imdb.com/images/M/MV5BNjk5NzA1NTg0OV5BMl5BanBnXkFtZTcwMjUwMjc3OA@@._V1_SX300.jpg,English                  ,tt2520428
591,curiosity killed the cat_2012.0,['imdb'],1,Curiosity Killed the Cat,2012.0,87.0,2718.0,"Comedy, Drama, Romance","The last time Helen entered The Cup Coffeehouse, she broke up with her bi-sexual boyfriend whose gay side was suddenly overshadowing his straight side as he flirted with Jamie, the flamboyant male waiter, right in front of her. She is now entering the Cup enticed by her own sexual curiosity. She has been dating Pike, the infamous dyky waitress, and has come to visit her at work. Jamie can't help but warn Pike to not get too whipped by the ""straight girl."" The last time Gayle entered The Cup, she was informed that her daughter Stephanie was a lesbian. She was introduced to Stephanie's girlfriend Mary Ann and her unconventional reaction to all of this abrupt new information was astonishing. Gayle was not upset by her daughter's sexual orientation but rather very disappointed that Mary Ann was too boring and not nearly alternative enough to make her daughter's choice trendy. Gayle is now introducing the rainbow flag-flying coffee shop to Harold, a wealthy gay real estate broker. Jamie is instantly and surprisingly attracted to this older sugar daddy. Pike is freaked out when Mary Ann,with whom she has had a meaningless one night stand with, enters The Cup while Helen is there. Drama ensues as anger, jealousy, unexpected attraction and too much female as well as male estrogen explodes. What follows is a comedy of love-triangle errors made up of the most unusual combinations.",http://ia.media-imdb.com/images/M/MV5BMTg0MjYwODI0Ml5BMl5BanBnXkFtZTcwNTc3MTE2OA@@._V1_SX300.jpg,English                  ,tt2017703
592,tommy benjamin_2014.0,['imdb'],1,Tommy Benjamin,2014.0,87.0,2718.0,"Comedy, Romance","'TOMMY BENJAMIN' is an original film adaptation of Shakespeare's 'The Two Gentlemen of Verona' Best friends, Proteus and Valentine, leave their country life behind to seek adventure and fun in the big city. Soon they are down and out and about to give up. Suddenly they are discovered by a notorious B movie producer, Duke Klein, who mistakes Valentine for former child actor Tommy Benjamin. Soon they are caught up in the film industry, mistaken identity and deception. Drama, comedy and romance ensues.",http://ia.media-imdb.com/images/M/MV5BMTY5NjExMTg1NF5BMl5BanBnXkFtZTgwMjYwMTIzMTE@._V1_SX300.jpg,English                  ,tt3463854
593,goodbye guns_2014.0,['imdb'],1,Goodbye Guns,2014.0,87.0,2718.0,"Drama, Family",A neglected adolescent with an aberration for guns goes back to live with his biological mother leading him into a struggle to gain his stranded family's affection in the pursuit of his dream of having a place that he can call home.,http://ia.media-imdb.com/images/M/MV5BODk1NDE5NDE3Ml5BMl5BanBnXkFtZTgwMTE3NjIyMTE@._V1_SX300.jpg,English                  ,tt3514104
594,living life or waiting to die_2014.0,['imdb'],1,Living Life or Waiting to Die,2014.0,87.0,2718.0,"Comedy, Drama","The film tells a story of two roommates; Jason (Adam Weidl) and Greg (Graeme McComb) who are both forced to confront their own demons. Jason is your typical ""bar guy"" who goes out every weekend and tries to pick up women. He never really thinks too much about his own future and never makes any long term goals. Frustrated with his current situation he finds himself at a crossroad, an early mid-life crisis. When confronted by his roommate about his life-style Jason decides to take his destiny into his own hands. Greg, on the other hand comes across as a man who has things figured out, however, as always, that could not be further from the truth. Greg has his own demon that he never faced, a ghost from the past that continues to control his life. As Jason comes to terms with is own identity, Greg is also forced to re-examine his own choices in life.",http://ia.media-imdb.com/images/M/MV5BMTk2NDU0ODEwMF5BMl5BanBnXkFtZTcwODM5Mjk0OQ@@._V1_SX300.jpg,English                  ,tt2825872
595,i am cursed_2014.0,['imdb'],1,I Am Cursed,2014.0,87.0,2718.0,"Drama, Mystery, Thriller",The Story is set in a News office. There is a group of Antagonist and many Protagonists in the office. Lisa is a frustrated News writer/reporter waiting for her big break. Much to her annoyance all the bigger stories are given to other writers including Dan who has better family connections. Then Lisa's biggest story walks into the office in the form of Jay. He is incredibly introvert and mysterious. He finds it difficult to interact socially and to make friends for good reasons as Jay brings with him a deadly secret! Lisa befriends Jay and they share adventurous assignments together. Dan's jealousy takes over and Jay soon becomes a target of his gang. It is not long before mysterious killings start taking place within the office. Lisa investigates and makes a startling discovery about Jay. Lisa's further investigation leads her into Jay's deadly secret and the connection to his Supernatural truth is revealed. Will Lisa be the next Victim? Who is the real Jay? A victim or a misguided soul?,http://ia.media-imdb.com/images/M/MV5BMjE2MjQ1MTIyOV5BMl5BanBnXkFtZTcwMDI5NjY0OQ@@._V1_SX300.jpg,English                  ,tt2314808
596,i am the edge_2014.0,['imdb'],1,I Am the Edge,2014.0,87.0,2718.0,"Mystery, Thriller","After a successful debut, novelist Sam Lamont (Jeremy Koerner) struggles to meet a looming deadline for his next book. Frustrated and desperate for inspiration, he begins to follow a mysterious drifter (Bill Olson) that appears in town. But when bodies start piling up and Sam's new muse proves to be more than just a harmless transient, his sanity and career are put in jeopardy as he goes on the run. Taking refuge with his family far from the city, it soon becomes clear to Sam that his stalker may have a deeper motive for his erratic behavior in this terrifying psychological thriller.",http://ia.media-imdb.com/images/M/MV5BOTU4OTI2NDU3OF5BMl5BanBnXkFtZTgwMTUzMzk0MzE@._V1_SX300.jpg,English                  ,tt4185276
597,killing day_2014.0,['imdb'],1,A Killing Day,2014.0,87.0,2718.0,"Crime, Drama, Thriller","After a big-time bust, down-and-out drug dealer Vincent has 24 hours to pay back his ruthless supplier. With the help of his buttoned-up, recently laid-off friend Josh and Josh's cash-strapped girlfriend Holly, Vincent sets out to rip off a deadly drug dealer and free himself from his crushing debts. Little do they know, they're already way in over their heads.",http://ia.media-imdb.com/images/M/MV5BMjAzMDA2ODkzNl5BMl5BanBnXkFtZTcwNDg2Nzg4OQ@@._V1_SX300.jpg,English                  ,tt3007808
598,hunt the maguffin_2014.0,['imdb'],1,Hunt the Maguffin,2014.0,87.0,2718.0,"Adventure, Comedy, Drama","Eight different people, with eight different reasons, all search for the same thing; and, learn about themselves, and each other, along the way.",http://ia.media-imdb.com/images/M/MV5BMTc2NDc2NzE1N15BMl5BanBnXkFtZTgwOTc4ODc0MDE@._V1_SX300.jpg,English                  ,tt2830304
599,they said i could be anything_2014.0,['imdb'],1,They Said I Could Be Anything,2014.0,87.0,2718.0,Comedy,"Spence, is a bored desk jockey trying to con his way into becoming a private investigator and that's how he meets Sofia and the whole hell breaks loose.",http://ia.media-imdb.com/images/M/MV5BMTczMzM5MTA0MF5BMl5BanBnXkFtZTgwNDM3MTY4MzE@._V1_SX300.jpg,English                  ,tt4274644
600,cocos 1914 the encounter between hmas sydney and sms emden_2014.0,['imdb'],1,Cocos 1914 The Encounter Between HMAS Sydney and SMS Emden,2014.0,87.0,2718.0,History,"SMS Emden was the second and final member of the Dresden class of light cruisers built for the Imperial German Navy (Kaiserliche Marine). She was launched in May 1908, and completed in July 1909. Emden was armed with ten 10.5 cm (4.1 in) guns and two torpedo tubes. Emden spent the majority of her career overseas in the German East Asia Squadron, based in Tsingtao, China. In 1913, she came under the command of Karl von Müller, who would captain the ship during her career in World War I. At the outbreak of hostilities, Emden captured a Russian steamer and converted her into the commerce raider Cormoran. Emden rejoined the East Asia Squadron, after which she was detached for independent raiding in the Indian Ocean. The cruiser spent nearly two months operating in the region, and captured nearly two dozen ships. Müller took Emden to raid the Cocos Islands, where he landed a contingent of sailors to destroy British facilities. There, Emden was attacked by the Australian cruiser HMAS Sydney. The more powerful Australian ship quickly inflicted serious damage and forced Müller to run his ship aground to prevent her from sinking. Out of a crew of 376, 133 were killed in the battle. Most of the survivors were taken prisoner, though the landing party, led by Hellmuth von Mücke commandeered an old schooner and eventually returned to Germany.",http://ia.media-imdb.com/images/M/MV5BMTkwMDgyODMwMF5BMl5BanBnXkFtZTgwNDgxMjU5MzE@._V1_SX300.jpg,English                  ,tt3391228
601,floreana_2014.0,['imdb'],1,Floreana,2014.0,87.0,2718.0,Drama,"Ambitious students Marcel and Andre travel to California's Channel Islands to investigate a mysterious environmental threat. Cut off from society and entranced by an enigmatic woman also staying on the islands, the pair find themselves physically and mentally altered by their exposure to the elements. But as one of them weakens and retreats, his companion plunges headlong towards an indescribable new consciousness in his quest for knowledge and unity.",http://ia.media-imdb.com/images/M/MV5BODc2OTE2MzQ1Ml5BMl5BanBnXkFtZTgwMDE1MDczMjE@._V1_SX300.jpg,English                  ,tt3907106
602,seeing each other_2014.0,['imdb'],1,Seeing Each Other,2014.0,87.0,2718.0,Drama,A group of friends deals with a break-up.,http://ia.media-imdb.com/images/M/MV5BMjE4NzEyODcxM15BMl5BanBnXkFtZTgwMDQ2MTg0MTE@._V1_SX300.jpg,English                  ,tt3382672
603,death rot_2014.0,['imdb'],1,Death Rot,2014.0,87.0,2718.0,"Horror, Mystery, Thriller",A heavy metal band are on tour when their bus breaks down in a remote area. They encounter a God worshiping family who fund their church by selling meat for profit - human meat.,http://ia.media-imdb.com/images/M/MV5BMTYyMTUyMzg5M15BMl5BanBnXkFtZTgwNTQ0MzgxMDE@._V1_SX300.jpg,English                  ,tt2954892
604,erasure_2016.0,['imdb'],1,Erasure,2016.0,87.0,2718.0,"Drama, History, War","WWII France. 7 Allied soldiers suffer mixed emotions after rescuing Elodie, the lone survivor of a village massacre, but when Nazi S.S. pick up their trail the escape becomes a savage battle for survival with the SS committed to erasing all evidence of their atrocities.",http://ia.media-imdb.com/images/M/MV5BMjM2MTQxOTY4OF5BMl5BanBnXkFtZTgwNTc2MTQ1MzE@._V1_SX300.jpg,English                  ,tt1393010
605,splashed_2014.0,['imdb'],1,Splashed,2014.0,87.0,2718.0,"Action, Drama",When bodyguard Chava de la Cruz takes on a client with a satchel full of secrets she is forced to choose between protecting her family or rescuing a shipment of girls.,http://ia.media-imdb.com/images/M/MV5BMzA1NDM5OTQzMF5BMl5BanBnXkFtZTgwMTQyMzk3MTE@._V1_SX300.jpg,English                  ,tt3577318
606,atlanta heat 2_2014.0,['imdb'],1,Atlanta Heat 2,2014.0,87.0,2718.0,"Action, Crime, Drama","This action packed sequel to the original ""Atlanta HEAT"" 2012 embarks on Detective Sadie Parks (Jarneen Brown) and the team of undercover detectives efforts to get the drugs off the streets of Atlanta. Sadie has engaged in both sides of the fence and has such compromised the team. Her Chief (Jeanine Chait) must create a diversion from internal affairs. A must see action drama packed with HEAT!",http://ia.media-imdb.com/images/M/MV5BMTExNzUyMjMzNTZeQTJeQWpwZ15BbWU4MDYxNDQzMjEx._V1_SX300.jpg,English                  ,tt3532606
607,friends from the neighborhood_2014.0,['imdb'],1,Friends from the Neighborhood,2014.0,87.0,2718.0,"Action, Crime, Drama",An undercover police detective infiltrates an organized crime operation. Once inside he discovers the boss of the operation is a childhood friend from the neighborhood.,http://ia.media-imdb.com/images/M/MV5BMTQ3NTc2NjY4NF5BMl5BanBnXkFtZTgwMTAzODk4MDE@._V1_SX300.jpg,English                  ,tt3127560
